"5","10","0"
"5","5","0"
"6","4","0"
"6","1","0"
"7","6","0"
"7","9","0"
"8","9","0"
"8","5","0"
"9","8","0"
"9","4","0"
"10","3","0"
"10","4","0"
"11","1","0"
"11","2","0"
"12","5","0"
"12","2","0"
"13","4","0"
"13","2","0"
"14","2","0"
"14","1","0"
"15","3","0"
"15","1","0"
"16","3","0"
"16","7","0"
"17","2","0"
"17","8","0"
"18","1","0"
"18","4","0"
"19","4","0"
"19","8","0"
"20","7","0"
"20","4","0"
"21","5","0"
"21","6","0"
"22","6","0"
"22","7","0"
"23","9","0"
"23","7","0"
"24","8","0"
"24","4","0"
"25","1","0"
"25","2","0"
"26","9","0"
"26","10","0"
"27","6","0"
"27","7","0"
"28","1","0"
"28","2","0"
"29","9","0"
"29","3","0"
"30","8","0"
"30","9","0"
"31","1","0"
"31","3","0"
"32","7","0"
"32","2","0"
"33","2","0"
"33","4","0"
"34","6","0"
"34","3","0"
"35","6","0"
"35","8","0"
"36","2","0"
"36","3","0"
"37","8","0"
"37","10","0"
"38","8","0"
"38","3","0"
"39","9","0"
"39","10","0"
"40","7","0"
"40","10","0"
"41","2","0"
"41","9","0"
"42","6","0"
"42","1","0"
"43","3","0"
"43","4","0"
"44","1","0"
"44","4","0"
"45","3","0"
"45","8","0"
"46","4","0"
"46","10","0"
"47","10","0"
"47","8","0"
"48","5","0"
"48","1","0"
"49","8","0"
"49","9","0"
"50","7","0"
"50","10","0"
"51","2","0"
"51","4","0"
"52","8","0"
"52","9","0"
"53","2","0"
"53","4","0"
"54","7","0"
"54","4","0"
"55","6","0"
"55","1","0"
"56","2","0"
"56","8","0"
"57","9","0"
"57","3","0"
"58","8","0"
"58","9","0"
"59","8","0"
"59","9","0"
"60","6","0"
"60","9","0"
"61","1","0"
"61","4","0"
"62","5","0"
"62","7","0"
"63","6","0"
"63","3","0"
"64","4","0"
"64","7","0"
"65","10","0"
"65","4","0"
"66","9","0"
"66","7","0"
"67","8","0"
"67","9","0"
"68","4","0"
"68","10","0"
"69","5","0"
"69","6","0"
"70","8","0"
"70","9","0"
"71","8","0"
"71","7","0"
"72","10","0"
"72","2","0"
"73","6","0"
"73","9","0"
"74","1","0"
"74","3","0"
"75","6","0"
"75","1","0"
"76","8","0"
"76","6","0"
"77","9","0"
"77","3","0"
"78","4","0"
"78","9","0"
"79","1","0"
"79","8","0"
"80","10","0"
"80","9","0"
"81","2","0"
"81","10","0"
"82","6","0"
"82","8","0"
"83","8","0"
"83","1","0"
"84","9","0"
"84","4","0"
"85","1","0"
"85","4","0"
"86","8","0"
"86","9","0"
"87","3","0"
"87","4","0"
"88","7","0"
"88","2","0"
"89","7","0"
"89","5","0"
"90","7","0"
"90","10","0"
"91","5","0"
"91","6","0"
"92","7","0"
"92","6","0"
"93","2","0"
"93","8","0"
"94","8","0"
"94","1","0"
"95","8","0"
"95","4","0"
"96","4","0"
"96","10","0"
"97","10","0"
"97","2","0"
"98","5","0"
"98","10","0"
