"5","7","0"
"5","1","0"
"6","8","0"
"6","4","0"
"7","5","0"
"7","7","0"
"8","4","0"
"8","5","0"
"9","10","0"
"9","4","0"
"10","10","0"
"10","6","0"
"11","8","0"
"11","7","0"
"12","5","0"
"12","1","0"
"13","7","0"
"13","10","0"
"14","9","0"
"14","3","0"
"15","8","0"
"15","2","0"
"16","9","0"
"16","7","0"
"17","7","0"
"17","3","0"
"18","3","0"
"18","8","0"
"19","6","0"
"19","3","0"
"20","9","0"
"20","3","0"
"21","1","0"
"21","4","0"
"22","1","0"
"22","4","0"
"23","9","0"
"23","3","0"
"24","3","0"
"24","6","0"
"25","10","0"
"25","4","0"
"26","7","0"
"26","8","0"
"27","5","0"
"27","1","0"
"28","1","0"
"28","8","0"
"29","5","0"
"29","9","0"
"30","3","0"
"30","8","0"
"31","10","0"
"31","2","0"
"32","1","0"
"32","8","0"
"33","5","0"
"33","7","0"
"34","6","0"
"34","2","0"
"35","6","0"
"35","7","0"
"36","10","0"
"36","5","0"
"37","7","0"
"37","6","0"
"38","6","0"
"38","2","0"
"39","8","0"
"39","6","0"
"40","5","0"
"40","9","0"
"41","2","0"
"41","4","0"
"42","8","0"
"42","6","0"
"43","2","0"
"43","1","0"
"44","2","0"
"44","7","0"
"45","5","0"
"45","3","0"
"46","5","0"
"46","4","0"
"47","3","0"
"47","4","0"
"48","2","0"
"48","7","0"
"49","3","0"
"49","9","0"
"50","2","0"
"50","5","0"
"51","9","0"
"51","8","0"
"52","1","0"
"52","7","0"
"53","5","0"
"53","7","0"
"54","8","0"
"54","5","0"
"55","4","0"
"55","6","0"
"56","10","0"
"56","7","0"
"57","8","0"
"57","2","0"
"58","6","0"
"58","7","0"
"59","8","0"
"59","6","0"
"60","6","0"
"60","1","0"
"61","5","0"
"61","9","0"
"62","7","0"
"62","1","0"
"63","1","0"
"63","9","0"
"64","9","0"
"64","10","0"
"65","2","0"
"65","10","0"
"66","6","0"
"66","1","0"
"67","4","0"
"67","6","0"
"68","8","0"
"68","9","0"
"69","9","0"
"69","10","0"
"70","1","0"
"70","8","0"
"71","7","0"
"71","9","0"
"72","8","0"
"72","6","0"
"73","5","0"
"73","6","0"
"74","8","0"
"74","10","0"
"75","4","0"
"75","9","0"
"76","6","0"
"76","4","0"
"77","5","0"
"77","8","0"
"78","2","0"
"78","3","0"
"79","7","0"
"79","4","0"
"80","1","0"
