"2","1","5"
"4","1","5"
"5","1","5"
"6","2","10"
"7","3","15"
"8","4","20"
"9","5","25"
"10","2","30"
"11","3","35"
"12","4","40"
"13","5","45"
"14","2","50"
"15","3","55"
"16","4","60"
"17","5","65"
"18","2","70"
"19","3","75"
"20","4","80"
"21","5","85"
"22","2","90"
"23","3","95"
"24","4","10"
"25","5","15"
"26","2","20"
"27","3","25"
"28","4","30"
"29","5","35"
"30","2","40"
"31","3","45"
"32","4","50"
"33","5","55"
"34","2","60"
"35","3","65"
"36","4","70"
"37","5","75"
"38","2","80"
"39","3","85"
"40","4","90"
"41","5","95"
"42","2","10"
"43","3","15"
"44","4","20"
"45","5","25"
"46","2","30"
"47","3","35"
"48","4","40"
"49","5","45"
"50","2","50"
"51","3","55"
"52","4","60"
"53","5","65"
"54","2","70"
"55","3","75"
"56","4","80"
"57","5","85"
"58","2","90"
"59","3","95"
"60","4","10"
"61","5","15"
"62","2","20"
"63","3","25"
"64","4","30"
"65","5","35"
"66","2","40"
"67","3","45"
"68","4","50"
"69","5","55"
"70","2","60"
"71","3","65"
"72","4","70"
"73","5","75"
"74","2","80"
"75","3","85"
"76","4","90"
"77","5","95"
"78","2","10"
"79","3","15"
"80","4","20"
"81","5","25"
"82","2","30"
"83","3","35"
"84","4","40"
"85","5","45"
"86","2","50"
"87","3","55"
"88","4","60"
"89","5","65"
"90","2","70"
"91","3","75"
"92","4","80"
"93","5","85"
"94","2","90"
"95","3","95"
"96","4","10"
"97","5","15"
"98","2","20"
"99","3","25"
"100","4","30"
"101","5","35"
"102","2","40"
"103","3","45"
"104","4","50"
"105","5","55"
"106","2","60"
"107","3","65"
"108","4","70"
"109","5","75"
"110","2","80"
"111","3","85"
"112","4","90"
"113","5","95"
"114","2","10"
"115","3","15"
"116","4","20"
"117","5","25"
"118","2","30"
"119","3","35"
"120","4","40"
"121","5","45"
"122","2","50"
"123","3","55"
"124","4","60"
"125","5","65"
"126","2","70"
"127","3","75"
"128","4","80"
"129","5","85"
"130","2","90"
"131","3","95"
"132","4","10"
"133","5","15"
"134","2","20"
"135","3","25"
"136","4","30"
"137","5","35"
"138","2","40"
"139","3","45"
"140","4","50"
"141","5","55"
"142","2","60"
"143","3","65"
"144","4","70"
"145","5","75"
"146","2","80"
"147","3","85"
"148","4","90"
"149","5","95"
"150","2","10"
"151","3","15"
"152","4","20"
"153","5","25"
"154","2","30"
"155","3","35"
"156","4","40"
"157","5","45"
"158","2","50"
"159","3","55"
"160","4","60"
"161","5","65"
"162","2","70"
"163","3","75"
"164","4","80"
"165","5","85"
"166","2","90"
"167","3","95"
"168","4","10"
"169","5","15"
"170","2","20"
"171","3","25"
"172","4","30"
"173","5","35"
"174","2","40"
"175","3","45"
"176","4","50"
"177","5","55"
"178","2","60"
"179","3","65"
"180","4","70"
"181","5","75"
"182","2","80"
"183","3","85"
"184","4","90"
"185","5","95"
"186","2","10"
"187","3","15"
"188","4","20"
"189","5","25"
"190","2","30"
"191","3","35"
"192","4","40"
"193","5","45"
"194","2","50"
"195","3","55"
"196","4","60"
"197","5","65"
"198","2","70"
"199","3","75"
"200","4","80"
"201","5","85"
"202","2","90"
"203","3","95"
"204","4","10"
"205","5","15"
"206","2","20"
"207","3","25"
"208","4","30"
"209","5","35"
"210","2","40"
"211","3","45"
"212","4","50"
"213","5","55"
"214","2","60"
"215","3","65"
"216","4","70"
"217","5","75"
"218","2","80"
"219","3","85"
"220","4","90"
"221","5","95"
"222","2","10"
"223","3","15"
"224","4","20"
"225","5","25"
"226","2","30"
"227","3","35"
"228","4","40"
"229","5","45"
"230","2","50"
"231","3","55"
"232","4","60"
"233","5","65"
"234","2","70"
"235","3","75"
"236","4","80"
"237","5","85"
"238","2","90"
"239","3","95"
"240","4","10"
"241","5","15"
"242","2","20"
"243","3","25"
"244","4","30"
"245","5","35"
"246","2","40"
"247","3","45"
"248","4","50"
"249","5","55"
"250","2","60"
"251","3","65"
"252","4","70"
"253","5","75"
"254","2","80"
"255","3","85"
"256","4","90"
"257","5","95"
"258","2","10"
"259","3","15"
"260","4","20"
"261","5","25"
"262","2","30"
"263","3","35"
"264","4","40"
"265","5","45"
"266","2","50"
"267","3","55"
"268","4","60"
"269","5","65"
"270","2","70"
"271","3","75"
"272","4","80"
"273","5","85"
"274","2","90"
"275","3","95"
"276","4","10"
"277","5","15"
"278","2","20"
"279","3","25"
"280","4","30"
"281","5","35"
"282","2","40"
"283","3","45"
"284","4","50"
"285","5","55"
"286","2","60"
"287","3","65"
"288","4","70"
"289","5","75"
"290","2","80"
"291","3","85"
"292","4","90"
"293","5","95"
"294","2","10"
"295","3","15"
"296","4","20"
"297","5","25"
"298","2","30"
"299","3","35"
"300","4","40"
"301","5","45"
"302","2","50"
"303","3","55"
"304","4","60"
