"5","3","0"
"5","12","0"
"6","8","0"
"6","6","0"
"7","5","0"
"7","10","0"
"8","13","0"
"8","1","0"
"9","8","0"
"9","11","0"
"10","5","0"
"10","12","0"
"11","11","0"
"11","6","0"
"12","10","0"
"12","6","0"
"13","3","0"
"13","8","0"
"14","13","0"
"14","1","0"
"15","12","0"
"15","9","0"
"16","6","0"
"16","7","0"
"17","6","0"
"17","8","0"
"18","10","0"
"18","12","0"
"19","5","0"
"19","2","0"
"20","13","0"
"20","12","0"
"21","14","0"
"21","4","0"
"22","12","0"
"22","11","0"
"23","11","0"
"23","5","0"
"24","12","0"
"24","1","0"
"25","6","0"
"25","10","0"
"26","2","0"
"26","6","0"
"27","12","0"
"27","13","0"
"28","8","0"
"28","14","0"
"29","10","0"
"29","5","0"
"30","6","0"
"30","3","0"
"31","13","0"
"31","10","0"
"32","11","0"
"32","4","0"
"33","14","0"
"33","6","0"
"34","6","0"
"34","9","0"
"35","2","0"
"35","5","0"
"36","4","0"
"36","8","0"
"37","7","0"
"37","1","0"
"38","3","0"
"38","13","0"
"39","7","0"
"39","2","0"
"40","1","0"
"40","4","0"
"41","10","0"
"41","13","0"
"42","8","0"
"42","13","0"
"43","9","0"
"43","12","0"
"44","10","0"
"44","2","0"
"45","10","0"
"45","11","0"
"46","8","0"
"46","5","0"
"47","12","0"
"47","8","0"
"48","5","0"
"48","2","0"
"49","6","0"
"49","7","0"
"50","4","0"
"50","3","0"
"51","14","0"
"51","9","0"
"52","13","0"
"52","4","0"
"53","10","0"
"53","14","0"
"54","7","0"
"54","4","0"
"55","6","0"
"55","1","0"
"56","6","0"
"56","7","0"
"57","2","0"
"57","3","0"
"58","1","0"
"58","6","0"
"59","2","0"
"59","10","0"
"60","2","0"
"60","1","0"
"61","5","0"
"61","13","0"
"62","12","0"
"62","13","0"
"63","13","0"
"63","14","0"
"64","1","0"
"64","13","0"
"65","12","0"
"65","7","0"
"66","9","0"
"66","7","0"
"67","2","0"
"67","7","0"
"68","7","0"
"68","8","0"
"69","6","0"
"69","14","0"
"70","9","0"
"70","4","0"
"71","14","0"
"71","6","0"
"72","14","0"
"72","2","0"
"73","7","0"
"73","9","0"
"74","12","0"
"74","13","0"
"75","4","0"
"75","11","0"
"76","1","0"
"76","3","0"
"77","11","0"
"77","4","0"
"78","2","0"
"78","9","0"
"79","1","0"
"79","2","0"
"80","8","0"
"80","3","0"
"81","13","0"
"81","6","0"
"82","14","0"
"82","6","0"
"83","7","0"
"83","9","0"
"84","6","0"
"84","7","0"
"85","3","0"
"85","9","0"
"86","10","0"
"86","9","0"
"87","3","0"
"87","7","0"
"88","8","0"
"88","12","0"
"89","13","0"
"89","11","0"
"90","2","0"
"90","11","0"
"91","13","0"
"91","10","0"
"92","11","0"
"92","9","0"
"93","6","0"
"93","3","0"
"94","13","0"
"94","4","0"
"95","1","0"
"95","6","0"
"96","8","0"
"96","2","0"
"97","13","0"
"97","4","0"
"98","5","0"
"98","2","0"
"99","8","0"
"99","5","0"
"100","4","0"
"100","1","0"
"101","12","0"
"101","6","0"
"102","4","0"
"102","13","0"
"103","6","0"
"103","14","0"
"104","8","0"
"104","11","0"
"105","6","0"
"105","12","0"
"106","5","0"
"106","7","0"
"107","10","0"
"107","2","0"
"108","7","0"
"108","9","0"
"109","3","0"
"109","11","0"
"110","10","0"
"110","11","0"
"111","2","0"
"111","9","0"
"112","9","0"
"112","4","0"
"113","8","0"
"113","5","0"
"114","2","0"
"114","10","0"
"115","2","0"
"115","4","0"
"116","10","0"
"116","12","0"
"117","3","0"
"117","4","0"
"118","8","0"
"118","14","0"
"119","14","0"
"119","7","0"
"120","6","0"
"120","13","0"
"121","3","0"
"121","4","0"
"122","1","0"
"122","9","0"
"123","1","0"
"123","5","0"
"124","8","0"
"124","11","0"
"125","12","0"
"125","5","0"
"126","1","0"
"126","6","0"
"127","12","0"
"127","6","0"
"128","12","0"
"128","6","0"
"129","4","0"
"129","6","0"
"130","2","0"
"130","9","0"
"131","2","0"
"131","12","0"
"132","5","0"
"132","1","0"
"133","9","0"
"133","14","0"
"134","1","0"
"134","3","0"
"135","14","0"
"135","13","0"
"136","5","0"
"136","4","0"
"137","4","0"
"137","3","0"
"138","14","0"
"138","8","0"
"139","5","0"
"139","6","0"
"140","12","0"
"140","10","0"
"141","1","0"
"141","7","0"
"142","12","0"
"142","1","0"
"143","6","0"
"143","11","0"
"144","13","0"
"144","14","0"
"145","11","0"
"145","9","0"
"146","14","0"
"146","3","0"
"147","5","0"
"147","6","0"
"148","13","0"
"148","6","0"
"149","14","0"
"149","5","0"
"150","9","0"
"150","12","0"
"151","7","0"
"151","6","0"
"152","3","0"
"152","9","0"
"153","14","0"
"153","11","0"
"154","4","0"
"154","13","0"
"155","4","0"
"155","11","0"
"156","1","0"
"156","12","0"
"157","13","0"
"157","14","0"
"158","4","0"
"158","5","0"
"159","3","0"
"159","10","0"
"160","10","0"
"160","9","0"
"161","6","0"
"161","7","0"
"162","4","0"
"162","13","0"
"163","3","0"
"163","7","0"
