(5, 1, 5)
(6, 2, 10)
(7, 3, 15)
(8, 4, 20)
(9, 5, 25)
(10, 2, 30)
(11, 3, 35)
(12, 4, 40)
(13, 5, 45)
(14, 2, 50)
(15, 3, 55)
(16, 4, 60)
(17, 5, 65)
(18, 2, 70)
(19, 3, 75)
(20, 4, 80)
(21, 5, 85)
(22, 2, 90)
(23, 3, 95)
(24, 4, 10)
(25, 5, 15)
(26, 2, 20)
(27, 3, 25)
(28, 4, 30)
(29, 5, 35)
(30, 2, 40)
(31, 3, 45)
(32, 4, 50)
(33, 5, 55)
(34, 2, 60)
(35, 3, 65)
(36, 4, 70)
(37, 5, 75)
(38, 2, 80)
(39, 3, 85)
(40, 4, 90)
(41, 5, 95)
(42, 2, 10)
(43, 3, 15)
(44, 4, 20)
(45, 5, 25)
(46, 2, 30)
(47, 3, 35)
(48, 4, 40)
(49, 5, 45)
(50, 2, 50)
(51, 3, 55)
(52, 4, 60)
(53, 5, 65)
(54, 2, 70)
(55, 3, 75)
(56, 4, 80)
(57, 5, 85)
(58, 2, 90)
(59, 3, 95)
(60, 4, 10)
(61, 5, 15)
(62, 2, 20)
(63, 3, 25)
(64, 4, 30)
(65, 5, 35)
(66, 2, 40)
(67, 3, 45)
(68, 4, 50)
(69, 5, 55)
(70, 2, 60)
(71, 3, 65)
(72, 4, 70)
(73, 5, 75)
(74, 2, 80)
(75, 3, 85)
(76, 4, 90)
(77, 5, 95)
(78, 2, 10)
(79, 3, 15)
(80, 4, 20)
(81, 5, 25)
(82, 2, 30)
(83, 3, 35)
(84, 4, 40)
(85, 5, 45)
(86, 2, 50)
(87, 3, 55)
(88, 4, 60)
(89, 5, 65)
(90, 2, 70)
(91, 3, 75)
(92, 4, 80)
(93, 5, 85)
(94, 2, 90)
(95, 3, 95)
(96, 4, 10)
(97, 5, 15)
(98, 2, 20)
(99, 3, 25)
(100, 4, 30)
(101, 5, 35)
(102, 2, 40)
(103, 3, 45)
(104, 4, 50)
(105, 5, 55)
(106, 2, 60)
(107, 3, 65)
(108, 4, 70)
(109, 5, 75)
(110, 2, 80)
(111, 3, 85)
(112, 4, 90)
(113, 5, 95)
(114, 2, 10)
(115, 3, 15)
(116, 4, 20)
(117, 5, 25)
(118, 2, 30)
(119, 3, 35)
(120, 4, 40)
(121, 5, 45)
